strain	Sample_ID	Sample_Source	Data_Source	date	Location	Serotype	Sero_Geno	yale	caribbean	florida	cmplt_date	year	n_obs	n_obs_date	n_obs_ds
AY744685.1	PF94/136116	Roche_2005	NCBI	1994-XX-XX	French-Polynesia	3	3_I_related	0	0	0	0	1994	1	1	1
FJ898456.1	DENV-3/WS/BID-V2973/1995	Henn_2009	NCBI	1995-XX-XX	Samoa	3	3_I_related	0	0	0	0	1995	1	1	1
DQ675519.1	95TW466	King_2006	NCBI	1995-XX-XX	Taiwan	3	3_I_related	0	0	0	0	1995	2	2	2
AY766104.1	8120/95	Yoong_2004	NCBI	1995-XX-XX	Singapore	3	3_II	0	0	0	0	1995	2	2	2
GQ252674.1	DENV-3/LK/BID-V2409/1997	Henn_2009	NCBI	1997-XX-XX	Sri-Lanka	3	3_III	0	0	0	0	1997	1	1	1
AY496879.2	PhMH-J1-97	Islam_2005	NCBI	1997-XX-XX	Philippines	3	3_unassigned	0	0	0	0	1997	1	1	1
JN406514.1	Cairns_98	Ritchie_2012	NCBI	1998-XX-XX	Australia	3	3_II	0	0	0	0	1998	1	1	1
GQ199886.1	DENV-3/NI/BID-V2419/1998	Henn_2009	NCBI	1998-XX-XX	Nicaragua	3	3_III	0	0	0	0	1998	1	1	1
KF955461.1	DENV-3/KH/BID-V2070/1999	Zody_2014	NCBI	1999-XX-XX	Cambodia	3	3_II	0	0	0	0	1999	1	1	1
DQ675533.1	99TW628	King_2006	NCBI	1999-XX-XX	Taiwan	3	3_III	0	0	0	0	1999	1	1	1
NC_001475.2	D3/H/IMTSSA-SRI/2000/1266	Peyrefitte_1993	NCBI	2000-09-XX	Sri-Lanka	3	3_III	0	0	0	0	2000	2	2	2
KF955332.1	DENV-3/KH/BID-V2072/2000	Zody_2014	NCBI	2000-XX-XX	Cambodia	3	3_II	0	0	0	0	2000	4	4	4
FJ898457.1	DENV-3/EC/BID-V2975/2000	Henn_2009	NCBI	2000-XX-XX	Ecuador	3	3_III	0	0	0	0	2000	1	1	1
FJ639719.1	DENV-3/KH/BID-V2071/2000	Henn_2009	NCBI	2000-XX-XX	Cambodia	3	3_II	0	0	0	0	2000	4	4	4
AY099336.1	D3/H/IMTSSA-SRI/2000/1266	Peyrefitte_2003	NCBI	2000-XX-XX	Sri-Lanka	3	3_III	0	0	0	0	2000	2	2	2
GU131950.1	DENV-3/CO/BID-V3392/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	3	3_III	0	0	0	0	2001	7	7	7
GQ199891.1	DENV-3/CO/BID-V2978/2001	Henn_2009	NCBI	2001-XX-XX	Colombia	3	3_III	0	0	0	0	2001	7	7	7
OK605765.1	DENV3-4_OBT_1477	Tamura_2022	NCBI	2001-XX-XX	Ecuador	3	3_III	0	0	0	0	2001	1	1	1
KJ189255.1	DENV-3/PE/BID-V6156/2002	Zody_2014	NCBI	2002-XX-XX	Peru	3	3_III	0	0	0	0	2002	8	6	8
KJ189256.1	DENV-3/PE/BID-V6158/2002	Zody_2014	NCBI	2002-XX-XX	Peru	3	3_III	0	0	0	0	2002	8	6	8
KJ189258.1	DENV-3/PE/BID-V6167/2002	Zody_2014	NCBI	2002-XX-XX	Peru	3	3_III	0	0	0	0	2002	8	6	8
KJ189259.1	DENV-3/PE/BID-V6168/2002	Zody_2014	NCBI	2002-XX-XX	Peru	3	3_III	0	0	0	0	2002	8	6	8
KJ189260.1	DENV-3/PE/BID-V6170/2002	Zody_2014	NCBI	2002-XX-XX	Peru	3	3_III	0	0	0	0	2002	8	6	8
KF955505.1	DENV-3/GD/BID-V3930/2002	Zody_2014	NCBI	2002-XX-XX	Grenada	3	3_III	0	0	0	0	2002	1	1	1
JF808123.1	D3PY/AS12/02	Alfonso_2013	NCBI	2002-XX-XX	Paraguay	3	3_III	0	0	0	0	2002	1	1	1
GQ868571.1	DENV-3/CO/BID-V3393/2002	Henn_2009	NCBI	2002-XX-XX	Colombia	3	3_III	0	0	0	0	2002	1	1	1
GQ868627.1	DENV-3/KH/BID-V2077/2002	Henn_2009	NCBI	2002-XX-XX	Cambodia	3	3_II	0	0	0	0	2002	10	10	10
FJ898458.1	DENV-3/PE/BID-V2981/2002	Henn_2009	NCBI	2002-XX-XX	Peru	3	3_III	0	0	0	0	2002	8	6	8
FJ898464.1	DENV-3/GY/BID-V2980/2002	Henn_2009	NCBI	2002-XX-XX	Guyana	3	3_III	0	0	0	0	2002	1	1	1
FJ898471.1	DENV-3/VE/BID-V2968/2002	Henn_2009	NCBI	2002-XX-XX	Venezuela	3	3_III	0	0	0	0	2002	5	5	5
FJ639721.1	DENV-3/KH/BID-V2078/2002	Henn_2009	NCBI	2002-XX-XX	Cambodia	3	3_II	0	0	0	0	2002	10	10	10
FJ639722.1	DENV-3/KH/BID-V2079/2002	Henn_2009	NCBI	2002-XX-XX	Cambodia	3	3_II	0	0	0	0	2002	10	10	10
FJ639775.1	DENV-3/VE/BID-V2208/2002	Henn_2009	NCBI	2002-XX-XX	Venezuela	3	3_III	0	0	0	0	2002	5	5	5
FJ639776.1	DENV-3/VE/BID-V2209/2002	Henn_2009	NCBI	2002-XX-XX	Venezuela	3	3_III	0	0	0	0	2002	5	5	5
FJ639777.1	DENV-3/VE/BID-V2210/2002	Henn_2009	NCBI	2002-XX-XX	Venezuela	3	3_III	0	0	0	0	2002	5	5	5
FJ639778.1	DENV-3/VE/BID-V2211/2002	Henn_2009	NCBI	2002-XX-XX	Venezuela	3	3_III	0	0	0	0	2002	5	5	5
AY496871.2	BDH02-1	Islam_2005	NCBI	2002-XX-XX	Bangladesh	3	3_II	0	0	0	0	2002	4	4	4
AY496873.2	BDH02-3	Islam_2005	NCBI	2002-XX-XX	Bangladesh	3	3_II	0	0	0	0	2002	4	4	4
AY496874.2	BDH02-4	Islam_2005	NCBI	2002-XX-XX	Bangladesh	3	3_II	0	0	0	0	2002	4	4	4
AY496877.2	BDH02-7	Islam_2005	NCBI	2002-XX-XX	Bangladesh	3	3_II	0	0	0	0	2002	4	4	4
JF808122.1	D3PY/SUS/2003	Alfonso_2013	NCBI	2003-XX-XX	Paraguay	3	3_III	0	0	0	0	2003	3	3	3
JF808124.1	D3BR/MR9/03	Alfonso_2013	NCBI	2003-XX-XX	Brazil	3	3_III	0	0	0	0	2003	10	10	10
JF808126.1	D3BR/PV1/03	Alfonso_2013	NCBI	2003-XX-XX	Brazil	3	3_III	0	0	0	0	2003	10	10	10
JF808128.1	D3PY/PJ4/03	Alfonso_2013	NCBI	2003-XX-XX	Paraguay	3	3_III	0	0	0	0	2003	3	3	3
JF808129.1	D3PY/AS10/03	Alfonso_2013	NCBI	2003-XX-XX	Paraguay	3	3_III	0	0	0	0	2003	3	3	3
JX669489.1	101905/BR-PE/03	Silva_2013	NCBI	2003-XX-XX	Brazil	3	3_III	0	0	0	0	2003	10	10	10
GU131951.1	DENV-3/CO/BID-V3394/2003	Henn_2009	NCBI	2003-XX-XX	Colombia	3	3_III	0	0	0	0	2003	7	6	7
GU131952.1	DENV-3/CO/BID-V3399/2003	Henn_2009	NCBI	2003-XX-XX	Colombia	3	3_III	0	0	0	0	2003	7	6	7
GQ868572.1	DENV-3/CO/BID-V3395/2003	Henn_2009	NCBI	2003-XX-XX	Colombia	3	3_III	0	0	0	0	2003	7	6	7
GQ868573.1	DENV-3/CO/BID-V3397/2003	Henn_2009	NCBI	2003-XX-XX	Colombia	3	3_III	0	0	0	0	2003	7	6	7
GQ868574.1	DENV-3/CO/BID-V3398/2003	Henn_2009	NCBI	2003-XX-XX	Colombia	3	3_III	0	0	0	0	2003	7	6	7
FJ898440.1	DENV-3/MX/BID-V2985/2003	Henn_2009	NCBI	2003-XX-XX	Mexico	3	3_III	0	0	0	0	2003	1	1	1
FJ898443.1	DENV-3/CO/BID-V2984/2003	Henn_2009	NCBI	2003-XX-XX	Colombia	3	3_III	0	0	0	0	2003	7	6	7
FJ898447.1	DENV-3/BR/BID-V2983/2003	Henn_2009	NCBI	2003-XX-XX	Brazil	3	3_III	0	0	0	0	2003	10	10	10
FJ850079.1	DENV-3/BR/BID-V2387/2003	Henn_2009	NCBI	2003-XX-XX	Brazil	3	3_III	0	0	0	0	2003	10	10	10
FJ850080.1	DENV-3/BR/BID-V2388/2003	Henn_2009	NCBI	2003-XX-XX	Brazil	3	3_III	0	0	0	0	2003	10	10	10
EF643017.1	D3BR/RP1/2003	Goncalves_2008	NCBI	2003-XX-XX	Brazil	3	3_III	0	0	0	0	2003	10	10	10
KJ189257.1	DENV-3/PE/BID-V6159/2004	Zody_2014	NCBI	2004-XX-XX	Peru	3	3_III	0	0	0	0	2004	6	6	6
KJ189262.1	DENV-3/PE/BID-V7041/2004	Zody_2014	NCBI	2004-XX-XX	Peru	3	3_III	0	0	0	0	2004	6	6	6
KJ189263.1	DENV-3/PE/BID-V7042/2004	Zody_2014	NCBI	2004-XX-XX	Peru	3	3_III	0	0	0	0	2004	6	6	6
KJ189264.1	DENV-3/PE/BID-V7043/2004	Zody_2014	NCBI	2004-XX-XX	Peru	3	3_III	0	0	0	0	2004	6	6	6
KJ189265.1	DENV-3/PE/BID-V7046/2004	Zody_2014	NCBI	2004-XX-XX	Peru	3	3_III	0	0	0	0	2004	6	6	6
KJ189266.1	DENV-3/PE/BID-V7048/2004	Zody_2014	NCBI	2004-XX-XX	Peru	3	3_III	0	0	0	0	2004	6	6	6
GU131953.1	DENV-3/CO/BID-V3401/2004	Henn_2009	NCBI	2004-XX-XX	Colombia	3	3_III	0	0	0	0	2004	7	6	7
GQ868575.1	DENV-3/CO/BID-V3400/2004	Henn_2009	NCBI	2004-XX-XX	Colombia	3	3_III	0	0	0	0	2004	7	6	7
FJ639726.1	DENV-3/KH/BID-V2083/2004	Henn_2009	NCBI	2004-XX-XX	Cambodia	3	3_II	0	0	0	0	2004	5	5	5
EU081181.1	D3/SG/SS710/2004	Schreiber_2007	NCBI	2004-XX-XX	Singapore	3	3_III	0	0	0	0	2004	5	5	5
AY662691.1	Singapore	Lim_2004	NCBI	2004-XX-XX	Singapore	3	3_III	0	0	0	0	2004	5	5	5
KJ189293.1	DENV-3/PE/BID-V7082/2005	Zody_2014	NCBI	2005-XX-XX	Peru	3	3_III	0	0	0	0	2005	2	2	2
KJ189299.1	DENV-3/PE/BID-V7088/2005	Zody_2014	NCBI	2005-XX-XX	Peru	3	3_III	0	0	0	0	2005	2	2	2
AB214879.1	D3/Hu/TL018NIID/2005	Ito_2005	NCBI	2005-XX-XX	Timor-Leste	3	3_I	0	0	0	0	2005	5	5	5
AB214880.1	D3/Hu/TL029NIID/2005	Ito_2005	NCBI	2005-XX-XX	Timor-Leste	3	3_I	0	0	0	0	2005	5	5	5
AB214881.1	D3/Hu/TL109NIID/2005	Ito_2005	NCBI	2005-XX-XX	Timor-Leste	3	3_I	0	0	0	0	2005	5	5	5
AB214882.1	D3/Hu/TL129NIID/2005	Ito_2005	NCBI	2005-XX-XX	Timor-Leste	3	3_I	0	0	0	0	2005	5	5	5
KU509283.1	DENV3-3404	Shihada_2017	NCBI	2006-XX-XX	Sri-Lanka	3	3_III	0	0	0	0	2006	1	1	1
KJ189294.1	DENV-3/PE/BID-V7083/2006	Zody_2014	NCBI	2006-XX-XX	Peru	3	3_III	0	0	0	0	2006	4	4	4
KJ189295.1	DENV-3/PE/BID-V7084/2006	Zody_2014	NCBI	2006-XX-XX	Peru	3	3_III	0	0	0	0	2006	4	4	4
KJ189296.1	DENV-3/PE/BID-V7085/2006	Zody_2014	NCBI	2006-XX-XX	Peru	3	3_III	0	0	0	0	2006	4	4	4
KJ189297.1	DENV-3/PE/BID-V7086/2006	Zody_2014	NCBI	2006-XX-XX	Peru	3	3_III	0	0	0	0	2006	4	4	4
KF041256.1	D3/Pakistan/55709/2006	Koo_2013	NCBI	2006-XX-XX	Pakistan	3	3_III	0	0	0	0	2006	3	3	3
KF041257.1	D3/Pakistan/52440/2006	Koo_2013	NCBI	2006-XX-XX	Pakistan	3	3_III	0	0	0	0	2006	3	3	3
KF041259.1	D3/Pakistan/43298/2006	Koo_2013	NCBI	2006-XX-XX	Pakistan	3	3_III	0	0	0	0	2006	3	3	3
GU131954.1	DENV-3/CO/BID-V3404/2006	Henn_2009	NCBI	2006-XX-XX	Colombia	3	3_III	0	0	0	0	2006	6	5	6
LT996904.1	1708603	Abubakar_2020	NCBI	2007-XX-XX	Malaysia	3	3_III	0	0	0	0	2007	2	1	2
KF041255.1	D3/Pakistan/55505/2007	Koo_2013	NCBI	2007-XX-XX	Pakistan	3	3_III	0	0	0	0	2007	1	1	1
HQ235027.1	PAR_DENV3_5532-07	Silveira_2011	NCBI	2007-XX-XX	Paraguay	3	3_III	0	0	0	0	2007	2	2	2
FJ644564.1	ND143	Sharma_2011	NCBI	2007-XX-XX	India	3	3_III	0	0	0	0	2007	2	1	2
GQ868578.1	DENV-3/CO/BID-V3405/2007	Henn_2009	NCBI	2007-XX-XX	Colombia	3	3_III	0	0	0	0	2007	8	8	8
FJ898445.1	DENV-3/CO/BID-V2988/2007	Henn_2009	NCBI	2007-XX-XX	Colombia	3	3_III	0	0	0	0	2007	8	8	8
EU367962.1	07CHLS001	Lei_2008	NCBI	2007-XX-XX	China	3	3_II	0	0	0	0	2007	6	6	6
OK605762.1	DENV3-1_FPA0099	Tamura_2022	NCBI	2007-XX-XX	Paraguay	3	3_III	0	0	0	0	2007	2	2	2
MW946972.1	80931	Katzelnick_2021	NCBI	2008-XX-XX	Myanmar	3	3_II	0	0	0	0	2008	3	3	3
LT996905.1	2024403	Abubakar_2020	NCBI	2008-XX-XX	Malaysia	3	3_III	0	0	0	0	2008	4	4	4
LT996906.1	2044396	Abubakar_2020	NCBI	2008-XX-XX	Malaysia	3	3_III	0	0	0	0	2008	4	4	4
KU509279.1	DENV3-632	Shihada_2017	NCBI	2008-XX-XX	Philippines	3	3_I_related	0	0	0	0	2008	3	3	3
KF041254.1	D3/Pakistan/56/2008	Koo_2013	NCBI	2008-XX-XX	Pakistan	3	3_III	0	0	0	0	2008	2	2	2
JN406515.1	Cairns_2008	Ritchie_2012	NCBI	2008-XX-XX	Australia	3	3_I	0	0	0	0	2008	2	2	2
GQ466079.1	DEL-72	Sharma_2011	NCBI	2008-XX-XX	India	3	3_III	0	0	0	0	2008	2	1	2
FJ639826.1	DENV-3/VE/BID-V2267/2008	Henn_2009	NCBI	2008-XX-XX	Venezuela	3	3_III	0	0	0	0	2008	9	9	9
FJ639827.1	DENV-3/VE/BID-V2268/2008	Henn_2009	NCBI	2008-XX-XX	Venezuela	3	3_III	0	0	0	0	2008	9	9	9
GU370052.1	SGEHI/D3/0040Y09	Lo_2010	NCBI	2009-01-XX	Singapore	3	3_I	0	0	0	0	2009	9	9	9
JF504679.1	ZJYW2009	Gu_2011	NCBI	2009-09-XX	China	3	3_III	0	0	0	0	2009	6	4	6
KU509281.1	DENV3-2994	Shihada_2017	NCBI	2009-XX-XX	India	3	3_III	0	0	0	0	2009	10	7	10
KU509282.1	DENV3-3140	Shihada_2017	NCBI	2009-XX-XX	Senegal	3	3_III	0	0	0	0	2009	1	1	1
KJ189292.1	DENV-3/PE/BID-V7081/2009	Zody_2014	NCBI	2009-XX-XX	Peru	3	3_III	0	0	0	0	2009	2	1	2
JF808120.1	D3BR/AL95/2009	Alfonso_2013	NCBI	2009-XX-XX	Brazil	3	3_III	0	0	0	0	2009	4	1	4
KF041258.1	D3/Pakistan/45251/2009	Koo_2013	NCBI	2009-XX-XX	Pakistan	3	3_III	0	0	0	0	2009	4	4	4
GU189648.1	DTID-ZJU04	Wo_2009	NCBI	2009-XX-XX	China	3	3_II	0	0	0	0	2009	6	4	6
LT996907.1	2771163	Abubakar_2020	NCBI	2010-XX-XX	Malaysia	3	3_III	0	0	0	0	2010	5	5	5
LT996908.1	2829147	Abubakar_2020	NCBI	2010-XX-XX	Malaysia	3	3_III	0	0	0	0	2010	5	5	5
LT996909.1	2849608	Abubakar_2020	NCBI	2010-XX-XX	Malaysia	3	3_III	0	0	0	0	2010	5	5	5
LT996910.1	2933228	Abubakar_2020	NCBI	2010-XX-XX	Malaysia	3	3_III	0	0	0	0	2010	5	5	5
LT996911.1	3116826	Abubakar_2020	NCBI	2010-XX-XX	Malaysia	3	3_III	0	0	0	0	2010	5	5	5
LT898451.1	2424900	Abubakar_2017	NCBI	2011-XX-XX	Malaysia	3	3_III	0	0	0	0	2011	2	2	2
LT898452.1	2353394	Abubakar_2017	NCBI	2011-XX-XX	Malaysia	3	3_III	0	0	0	0	2011	2	2	2
KU509286.1	DENV3-9468	Shihada_2017	NCBI	2011-XX-XX	India	3	3_III	0	0	0	0	2011	5	4	5
MZ857204.1	KAJP3_DENV3_Kenya_Eastern.Africa_2011	Alfsnes_2021	NCBI	2011-XX-XX	Kenya	3	3_III	0	0	0	0	2011	1	1	1
DH166	V0907330- AC 23	Ott_2022	Yale	2011-XX-XX	Cambodia	3	3_III	0	0	0	0	2011	4	2	4
KC261634.1	GZ/10476/2012	Bai_2013	NCBI	2012-XX-XX	China	3	3_II	0	0	0	0	2012	7	5	7
MH822957.1	T38_S72	Kar_2018	NCBI	2013-XX-XX	India	3	3_III	0	0	0	0	2013	9	3	9
MZ008468.1	D3/NI/4834_11A1/2014	Edgerton_2021	NCBI	2014-XX-XX	Nicaragua	3	3_III	0	0	0	0	2014	4	4	4
MZ008476.1	D3/NI/336_11A1/2014	Edgerton_2021	NCBI	2014-XX-XX	Nicaragua	3	3_III	0	0	0	0	2014	4	4	4
MT076948.1	CFA379	Shah_2020	NCBI	2015-05-XX	Kenya	3	3_V_related	0	0	0	0	2015	5	5	5
MF142763.1	LRI8-15	Sittivicharpinyo_2017	NCBI	2015-09-XX	Thailand	3	3_III	0	0	0	0	2015	5	5	5
DH168	I 15-15	Ott_2022	Yale	2015-XX-XX	India	3	3_III	0	0	0	0	2015	4	2	4
KY863456.1	201610225	Dhenni_2017	NCBI	2016-06-XX	Indonesia	3	3_I	0	0	0	0	2016	4	2	4
MT921575.1	PNG_2016	Pyke_2020	NCBI	2016-XX-XX	Australia	3	3_I	0	0	0	0	2016	4	4	4
MH823209.1	SMD-031	Yohan_2019	NCBI	2016-XX-XX	Indonesia	3	3_I	0	0	0	0	2016	4	2	4
MZ857217.1	KAJP19_DENV3_Saudi.Arabia_Western.Asia_2016	Alfsnes_2021	NCBI	2016-XX-XX	Saudi-Arabia	3	3_III	0	0	0	0	2016	2	1	2
LC410195.1	Th17-059DV3	Phadungsombat_2018	NCBI	2017-01-XX	Thailand	3	3_III	0	0	0	0	2017	8	8	8
MT921574.1	Phil2017	Pyke_2020	NCBI	2017-XX-XX	Australia	3	3_I_related	0	0	0	0	2017	2	2	2
MZ544585.1	Kenya/MTW-355/2019	Kimita_2021	NCBI	2019-03-XX	Kenya	3	3_III	0	0	0	0	2019	4	4	4
MZ544586.1	Kenya/MTW-359/2019	Kimita_2021	NCBI	2019-03-XX	Kenya	3	3_III	0	0	0	0	2019	4	4	4
MZ544587.1	Kenya/MTW-4167/2019	Kimita_2021	NCBI	2019-03-XX	Kenya	3	3_III	0	0	0	0	2019	4	4	4
MZ544588.1	Kenya/MTW-341/2019	Kimita_2021	NCBI	2019-03-XX	Kenya	3	3_III	0	0	0	0	2019	4	4	4
OQ103092.1	GS2238	Abeygoonawardena_2023	NCBI	2019-07-10	Sri-Lanka	3	3_I	0	0	0	1	2019	2	2	2
OQ103113.1	GS2346	Abeygoonawardena_2023	NCBI	2020-01-01	Sri-Lanka	3	3_I	0	0	0	1	2020	4	4	4
OQ103114.1	GS2414	Abeygoonawardena_2023	NCBI	2021-03-12	Sri-Lanka	3	3_I	0	0	0	1	2021	4	4	4
OQ103123.1	GS2528	Abeygoonawardena_2023	NCBI	2022-03-31	Sri-Lanka	3	3_I	0	0	0	1	2022	5	5	5
OQ103317.1	GS2541	Abeygoonawardena_2023	NCBI	2022-05-20	Sri-Lanka	3	3_I	0	0	0	1	2022	5	5	5
OP921002.1	NC_Sample-3_59_D3	Doddamane_2022	NCBI	2022-07-27	India	3	3_III	0	0	0	1	2022	5	5	5
OP895928.1	DENV3_1354_2019	Nagy_2022	NCBI	2019-03-XX	Maldives	3	3_III	0	0	0	0	2019	5	3	5
OP895929.1	DENV3_6484_2019	Nagy_2022	NCBI	2019-12-XX	Maldives	3	3_III	0	0	0	0	2019	5	3	5
ON908232.1	19XN27399	Su_2022	NCBI	2019-11-09	Ethiopia	3	3_III	0	0	0	1	2019	2	2	2
ON908233.1	19XN11050	Su_2022	NCBI	2019-05-19	Maldives	3	3_III	0	0	0	1	2019	5	2	5
ON908238.1	18XN04331	Su_2022	NCBI	2018-02-05	Thailand	3	3_I	0	0	0	1	2018	2	1	2
ON890788.1	19XN27399F_D3_ETH	Ponce_2022	NCBI	2019-11-09	Ethiopia	3	3_III	0	0	0	1	2019	2	2	2
ON890789.1	19XN11050_D3_MDV	Ponce_2022	NCBI	2019-05-19	Maldives	3	3_III	0	0	0	1	2019	5	2	5
LC436677.1	B17-1479	Suzuki_2020	NCBI	2017-10-XX	Bangladesh	3	3_I	0	0	0	0	2017	11	11	10
MW396463.1	IBCHK003	Shirin_2020	NCBI	2019-02-07	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
MW396462.1	IBCHK001	Shirin_2020	NCBI	2019-01-07	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
MW396465.1	IN003	Shirin_2020	NCBI	2019-04-07	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
MW396464.1	IBCHK038	Shirin_2020	NCBI	2019-03-07	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
MW396467.1	IN038	Shirin_2020	NCBI	2019-06-07	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
ON908235.1	19XN14065	Su_2022	NCBI	2019-06-07	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
MW396469.1	IN068	Shirin_2020	NCBI	2019-01-08	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
ON908231.1	19XN13542	Su_2022	NCBI	2019-06-10	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
ON907583.1	19XN14065_D3_BGD	Ponce_2022	NCBI	2019-06-07	Bangladesh	3	3_I	0	0	0	1	2019	12	12	10
OM865781.1	SV200093	Binay_2023	NCBI	2019-07-31	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865807.1	SV200271	Binay_2023	NCBI	2019-08-24	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865796.1	SV200190	Binay_2023	NCBI	2019-08-20	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865798.1	SV200192	Binay_2023	NCBI	2019-08-22	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865783.1	SV200096	Binay_2023	NCBI	2019-08-02	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865815.1	SV200293	Binay_2023	NCBI	2019-09-10	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865795.1	SV200184	Binay_2023	NCBI	2019-08-24	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865806.1	SV200270	Binay_2023	NCBI	2019-08-26	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865780.1	SV200088	Binay_2023	NCBI	2019-07-30	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
OM865816.1	SV200297	Binay_2023	NCBI	2019-09-14	Bhutan	3	3_III	0	0	0	1	2019	44	40	10
FJ898446.1	DENV-3/BR/BID-V2977/2001	Henn_2009	NCBI	2001-XX-XX	Brazil	3	3_III	0	0	0	0	2001	14	12	10
FJ177308.1	BR73354mosq/01	Castro_2008	NCBI	2001-XX-XX	Brazil	3	3_III	0	0	0	0	2001	14	12	10
JF808127.1	D3BR/CU6/02	Alfonso_2013	NCBI	2002-XX-XX	Brazil	3	3_III	0	0	0	0	2002	15	15	10
AY679147.1	BR74886/02	Miagostovich_2004	NCBI	2002-XX-XX	Brazil	3	3_III	0	0	0	0	2002	15	15	10
EF629370.1	BR_DEN3_RO1-02	Duarte dos Santos_2007	NCBI	2002-XX-XX	Brazil	3	3_V	0	0	0	0	2002	15	15	10
JX669490.1	85469/BR-PE/02	Silva_2013	NCBI	2002-XX-XX	Brazil	3	3_III	0	0	0	0	2002	15	15	10
JF808125.1	D3BR/SL3/02	Alfonso_2013	NCBI	2002-XX-XX	Brazil	3	3_III	0	0	0	0	2002	15	15	10
KF955473.1	DENV-3/BR/BID-V2383/2002	Zody_2014	NCBI	2002-XX-XX	Brazil	3	3_III	0	0	0	0	2002	15	15	10
EF629369.1	BR_DEN3_290-02	Duarte dos Santos_2007	NCBI	2002-XX-XX	Brazil	3	3_III	0	0	0	0	2002	15	15	10
EF629373.1	BR_DEN3_RO2-02	Nogueira_2007	NCBI	2002-XX-XX	Brazil	3	3_V	0	0	0	0	2002	15	15	10
EF629368.1	BR_DEN3_98-04	Duarte dos Santos_2007	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
EF629366.1	BR_DEN3_95-04	Duarte dos Santos_2007	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
JF808119.1	D3BR/BR8/04	Alfonso_2013	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
FJ850083.1	DENV-3/BR/BID-V2391/2004	Henn_2009	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
JX669498.1	129/BR-PE/04	Silva_2013	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
JX669499.1	161/BR-PE/04	Silva_2013	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
JX669495.1	145/BR-PE/04	Silva_2013	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
EF629367.1	BR_DEN3_97-04	Duarte dos Santos_2007	NCBI	2004-XX-XX	Brazil	3	3_III	0	0	0	0	2004	11	11	10
JX669500.1	249/BR-PE/05	Silva_2013	NCBI	2005-XX-XX	Brazil	3	3_III	0	0	0	0	2005	12	11	10
JX669503.1	314/BR-PE/06	Silva_2013	NCBI	2005-XX-XX	Brazil	3	3_III	0	0	0	0	2005	12	11	10
JX669493.1	339/BR-PE/05	Silva_2013	NCBI	2005-XX-XX	Brazil	3	3_III	0	0	0	0	2005	12	11	10
FJ850086.1	DENV-3/BR/BID-V2394/2005	Henn_2009	NCBI	2005-XX-XX	Brazil	3	3_III	0	0	0	0	2005	12	11	10
JX669501.1	263/BR-PE/05	Silva_2013	NCBI	2005-XX-XX	Brazil	3	3_III	0	0	0	0	2005	12	11	10
JX669494.1	277/BR-PE/05	Silva_2013	NCBI	2005-XX-XX	Brazil	3	3_III	0	0	0	0	2005	12	11	10
JX669502.1	283/BR-PE/05	Silva_2013	NCBI	2005-XX-XX	Brazil	3	3_III	0	0	0	0	2005	12	11	10
GU131844.1	DENV-3/BR/BID-V3417/2006	Henn_2009	NCBI	2006-XX-XX	Brazil	3	3_III	0	0	0	0	2006	32	31	10
GU131850.1	DENV-3/BR/BID-V3434/2006	Henn_2009	NCBI	2006-XX-XX	Brazil	3	3_III	0	0	0	0	2006	32	31	10
GQ868547.1	DENV-3/BR/BID-V3444/2006	Henn_2009	NCBI	2006-XX-XX	Brazil	3	3_III	0	0	0	0	2006	32	31	10
GU131849.1	DENV-3/BR/BID-V3430/2006	Henn_2009	NCBI	2006-XX-XX	Brazil	3	3_III	0	0	0	0	2006	32	31	10
GQ868546.1	DENV-3/BR/BID-V3431/2006	Henn_2009	NCBI	2006-XX-XX	Brazil	3	3_III	0	0	0	0	2006	32	31	10
JX669504.1	411/BR-PE/06	Silva_2013	NCBI	2006-XX-XX	Brazil	3	3_III	0	0	0	0	2006	32	31	10
